Time,Frequency,dBFS
1.28871,990.527,-62.5789
1.28871,1033.59,-61.6167
1.28871,1076.66,-63.1164
1.28871,1119.73,-56.901
1.28871,1162.79,-43.5249
1.28871,1205.86,-43.8515
1.28871,1248.93,-58.0922
1.28871,1291.99,-74.5313
1.28871,1335.06,-64.2196
1.28871,1378.12,-62.8288
1.28871,1421.19,-49.3421
1.28871,1464.26,-39.441
1.28871,1507.32,-41.9519
1.28871,1550.39,-43.9688
1.28871,1593.46,-44.3505
1.28871,1636.52,-59.729
1.28871,1679.59,-70.5976
1.28871,1722.66,-53.7199
1.28871,1765.72,-47.8867
1.28871,1808.79,-51.9349
1.28871,1851.86,-67.9237
1.28871,1894.92,-73.4508
1.28871,1937.99,-61.6259
1.28871,1981.05,-58.9803
1.28871,2024.12,-62.8992
1.28871,2067.19,-63.2412
1.28871,2110.25,-64.554
1.28871,2153.32,-71.6493
1.28871,2196.39,-83.0829
1.28871,2239.45,-78.9945
1.28871,2282.52,-71.0366
1.28871,2325.59,-60.5805
1.28871,2368.65,-61.5796
1.28871,2411.72,-75.7045
1.28871,2454.79,-77.1755
1.28871,2497.85,-66.4634
1.28871,2540.92,-64.5858
1.28871,2583.98,-83.5084
1.28871,2627.05,-52.739
1.28871,2670.12,-50.3236
1.28871,2713.18,-58.6039
1.28871,2756.25,-66.9142
1.28871,2799.32,-65.1316
1.28871,2842.38,-66.2598
1.28871,2885.45,-64.3868
1.28871,2928.52,-59.7669
1.28871,2971.58,-56.6199
1.28871,3014.65,-66.8554
1.28871,3057.71,-63.8982
1.28871,3100.78,-64.5294
1.28871,3143.85,-64.2215
1.28871,3186.91,-70.9624
1.28871,3229.98,-71.9589
1.28871,3273.05,-70.0502
1.28871,3316.11,-69.7468
1.28871,3359.18,-68.2434
1.28871,3402.25,-63.5372
1.28871,3445.31,-64.0421
1.28871,3488.38,-63.449
1.28871,3531.45,-60.9105
1.28871,3574.51,-65.3121
1.28871,3617.58,-70.3837
1.28871,3660.64,-72.7723
1.28871,3703.71,-71.1858
1.28871,3746.78,-68.3834
1.28871,3789.84,-69.6855
1.28871,3832.91,-58.6742
1.28871,3875.98,-60.8167
1.28871,3919.04,-62.5674
1.28871,3962.11,-61.5554
1.28871,4005.18,-68.4636
1.28871,4048.24,-67.3519
1.28871,4091.31,-61.1978
1.28871,4134.38,-56.588
1.28871,4177.44,-59.0986
1.28871,4220.51,-64.7191
1.28871,4263.57,-64.055
1.28871,4306.64,-67.1438
1.28871,4349.71,-72.3579
1.28871,4392.77,-70.5523
1.28871,4435.84,-64.5318
1.28871,4478.91,-71.8583
1.28871,4521.97,-81.1121
1.28871,4565.04,-91.6201
1.28871,4608.11,-84.1246
1.28871,4651.17,-82.182
1.28871,4694.24,-72.6249
1.28871,4737.3,-70.8636
1.28871,4780.37,-75.8607
1.28871,4823.44,-82.169
1.28871,4866.5,-86.7405
1.28871,4909.57,-83.8976
1.28871,4952.64,-78.1454
1.28871,4995.7,-67.6906
1.28871,5038.77,-66.1816
1.28871,5081.84,-74.9552
1.28871,5124.9,-89.1311
1.28871,5167.97,-93.0646
1.28871,5211.04,-87.7474
1.28871,5254.1,-81.3106
1.28871,5297.17,-81.6414
1.28871,5340.23,-83.547
1.28871,5383.3,-82.6543
1.28871,5426.37,-92.4815
1.28871,5469.43,-90.3037
1.28871,5512.5,-93.7234
1.30032,0,-77.5953
1.30032,43.0664,-82.968
1.30032,86.1328,-62.3624
1.30032,129.199,-52.7588
1.30032,172.266,-44.2925
1.30032,215.332,-40.847
1.30032,258.398,-46.0693
1.30032,301.465,-37.73
1.30032,344.531,-44.3693
1.30032,387.598,-47.1807
1.30032,430.664,-50.5209
1.30032,473.73,-67.6177
1.30032,516.797,-66.4023
1.30032,559.863,-49.3516
1.30032,602.93,-48.9763
1.30032,645.996,-64.1648
1.30032,689.062,-53.96
1.30032,732.129,-48.847
1.30032,775.195,-53.1822
1.30032,818.262,-60.9976
1.30032,861.328,-43.4631
1.30032,904.395,-44.1003
1.30032,947.461,-60.5356
1.30032,990.527,-73.8695
1.30032,1033.59,-64.2546
1.30032,1076.66,-69.6925
1.30032,1119.73,-56.33
1.30032,1162.79,-46.8453
1.30032,1205.86,-48.6042
1.30032,1248.93,-62.1095
1.30032,1291.99,-67.6783
1.30032,1335.06,-60.0106
1.30032,1378.12,-65.1918
1.30032,1421.19,-47.0777
1.30032,1464.26,-39.8392
1.30032,1507.32,-45.4383
1.30032,1550.39,-44.3068
1.30032,1593.46,-43.9544
1.30032,1636.52,-59.4133
1.30032,1679.59,-63.1749
1.30032,1722.66,-57.7643
1.30032,1765.72,-54.5463
1.30032,1808.79,-60.3737
1.30032,1851.86,-70.8186
1.30032,1894.92,-71.628
1.30032,1937.99,-65.9564
1.30032,1981.05,-61.2683
1.30032,2024.12,-62.2583
1.30032,2067.19,-62.8389
1.30032,2110.25,-69.7969
1.30032,2153.32,-84.3243
1.30032,2196.39,-74.6922
1.30032,2239.45,-72.9989
1.30032,2282.52,-72.4589
1.30032,2325.59,-60.6315
1.30032,2368.65,-58.3116
1.30032,2411.72,-68.2437
1.30032,2454.79,-81.2888
1.30032,2497.85,-65.1581
1.30032,2540.92,-63.9049
1.30032,2583.98,-59.566
1.30032,2627.05,-54.3136
1.30032,2670.12,-61.4661
1.30032,2713.18,-64.9407
1.30032,2756.25,-65.4741
1.30032,2799.32,-69.7317
1.30032,2842.38,-76.1663
1.30032,2885.45,-64.7717
1.30032,2928.52,-60.6172
1.30032,2971.58,-74.217
1.30032,3014.65,-74.1763
1.30032,3057.71,-70.8602
1.30032,3100.78,-70.8237
1.30032,3143.85,-67.5356
1.30032,3186.91,-72.1025
1.30032,3229.98,-79.8809
1.30032,3273.05,-73.627
1.30032,3316.11,-81.2693
1.30032,3359.18,-71.5436
1.30032,3402.25,-69.5472
1.30032,3445.31,-72.0575
1.30032,3488.38,-66.3558
1.30032,3531.45,-59.2395
1.30032,3574.51,-61.0195
1.30032,3617.58,-69.8216
1.30032,3660.64,-87.4659
1.30032,3703.71,-72.41
1.30032,3746.78,-66.9528
1.30032,3789.84,-56.9588
1.30032,3832.91,-56.2077
1.30032,3875.98,-64.6677
1.30032,3919.04,-68.4944
1.30032,3962.11,-60.5832
1.30032,4005.18,-63.6349
1.30032,4048.24,-82.3026
1.30032,4091.31,-66.34
1.30032,4134.38,-61.2085
1.30032,4177.44,-64.5263
1.30032,4220.51,-71.8564
1.30032,4263.57,-70.6068
1.30032,4306.64,-68.7179
1.30032,4349.71,-66.8543
1.30032,4392.77,-65.4997
1.30032,4435.84,-69.9822
1.30032,4478.91,-84.9226
1.30032,4521.97,-87.4668
1.30032,4565.04,-81.9682
1.30032,4608.11,-88.625
1.30032,4651.17,-77.089
1.30032,4694.24,-72.0047
1.30032,4737.3,-75.4406
1.30032,4780.37,-81.6195
1.30032,4823.44,-82.6075
1.30032,4866.5,-85.2878
1.30032,4909.57,-87.2328
1.30032,4952.64,-94.5506
1.30032,4995.7,-71.2751
1.30032,5038.77,-67.0112
1.30032,5081.84,-75.6012
1.30032,5124.9,-85.3897
1.30032,5167.97,-88.6272
1.30032,5211.04,-88.0852
1.30032,5254.1,-89.949
1.30032,5297.17,-81.4758
1.30032,5340.23,-77.7045
1.30032,5383.3,-84.4333
1.30032,5426.37,-97.6568
1.30032,5469.43,-98.256
1.30032,5512.5,-78.8606
1.31193,0,-75.7785
1.31193,43.0664,-78.774
1.31193,86.1328,-66.0972
1.31193,129.199,-49.3194
1.31193,172.266,-40.4538
1.31193,215.332,-41.9058
1.31193,258.398,-41.8009
1.31193,301.465,-36.9074
1.31193,344.531,-41.8214
1.31193,387.598,-45.5904
1.31193,430.664,-50.9155
1.31193,473.73,-65.6581
1.31193,516.797,-70.6929
1.31193,559.863,-48.4646
1.31193,602.93,-46.198
1.31193,645.996,-55.9283
1.31193,689.062,-54.7751
1.31193,732.129,-45.1964
1.31193,775.195,-44.7918
1.31193,818.262,-53.6081
1.31193,861.328,-41.5694
1.31193,904.395,-42.618
1.31193,947.461,-59.6527
1.31193,990.527,-75.4969
1.31193,1033.59,-65.9344
1.31193,1076.66,-70.3585
1.31193,1119.73,-62.2437
1.31193,1162.79,-54.4721
1.31193,1205.86,-58.7399
1.31193,1248.93,-76.8738
1.31193,1291.99,-66.1503
1.31193,1335.06,-62.6081
1.31193,1378.12,-69.9728
1.31193,1421.19,-49.0378
1.31193,1464.26,-43.5051
1.31193,1507.32,-51.8731
1.31193,1550.39,-45.005
1.31193,1593.46,-43.82
1.31193,1636.52,-57.4728
1.31193,1679.59,-67.3231
1.31193,1722.66,-60.0533
1.31193,1765.72,-58.2031
1.31193,1808.79,-67.8886
1.31193,1851.86,-82.7944
1.31193,1894.92,-67.1572
1.31193,1937.99,-60.3728
1.31193,1981.05,-60.5077
1.31193,2024.12,-62.0272
1.31193,2067.19,-67.1226
1.31193,2110.25,-90.2624
1.31193,2153.32,-78.8986
1.31193,2196.39,-76.8763
1.31193,2239.45,-76.5921
1.31193,2282.52,-65.9286
1.31193,2325.59,-56.5124
1.31193,2368.65,-57.9104
1.31193,2411.72,-72.7881
1.31193,2454.79,-82.2516
1.31193,2497.85,-69.653
1.31193,2540.92,-69.5308
1.31193,2583.98,-61.3356
1.31193,2627.05,-53.822
1.31193,2670.12,-56.0506
1.31193,2713.18,-65.006
1.31193,2756.25,-71.6753
1.31193,2799.32,-87.6929
1.31193,2842.38,-71.9157
1.31193,2885.45,-65.6654
1.31193,2928.52,-64.3893
1.31193,2971.58,-69.9925
1.31193,3014.65,-74.2848
1.31193,3057.71,-74.8269
1.31193,3100.78,-77.3051
1.31193,3143.85,-69.9344
1.31193,3186.91,-72.9801
1.31193,3229.98,-85.3423
1.31193,3273.05,-75.1738
1.31193,3316.11,-70.7383
1.31193,3359.18,-76.1521
1.31193,3402.25,-77.3957
1.31193,3445.31,-74.1201
1.31193,3488.38,-70.817
1.31193,3531.45,-74.1191
1.31193,3574.51,-67.8747
1.31193,3617.58,-79.3584
1.31193,3660.64,-75.9404
1.31193,3703.71,-78.5118
1.31193,3746.78,-71.2004
1.31193,3789.84,-57.9845
1.31193,3832.91,-59.688
1.31193,3875.98,-69.4462
1.31193,3919.04,-79.219
1.31193,3962.11,-66.518
1.31193,4005.18,-72.5788
1.31193,4048.24,-81.7571
1.31193,4091.31,-83.0981
1.31193,4134.38,-69.876
1.31193,4177.44,-76.4732
1.31193,4220.51,-76.0277
1.31193,4263.57,-84.4915
1.31193,4306.64,-79.4995
1.31193,4349.71,-73.2442
1.31193,4392.77,-72.0962
1.31193,4435.84,-78.1477
1.31193,4478.91,-84.1285
1.31193,4521.97,-83.2042
1.31193,4565.04,-80.6761
1.31193,4608.11,-81.5835
1.31193,4651.17,-79.4926
1.31193,4694.24,-73.9594
1.31193,4737.3,-74.7244
1.31193,4780.37,-77.318
1.31193,4823.44,-81.2238
1.31193,4866.5,-81.4207
1.31193,4909.57,-79.9544
1.31193,4952.64,-81.6658
1.31193,4995.7,-71.1327
1.31193,5038.77,-69.7583
1.31193,5081.84,-79.837
1.31193,5124.9,-87.5718
1.31193,5167.97,-86.7342
1.31193,5211.04,-82.6156
1.31193,5254.1,-79.2472
1.31193,5297.17,-86.939
1.31193,5340.23,-80.4046
1.31193,5383.3,-79.1562
1.31193,5426.37,-80.1274
1.31193,5469.43,-76.6158
1.31193,5512.5,-76.2193
1.32354,0,-73.5987
1.32354,43.0664,-75.1034
1.32354,86.1328,-63.0088
1.32354,129.199,-50.9557
1.32354,172.266,-42.3689
1.32354,215.332,-44.0386
1.32354,258.398,-41.0618
1.32354,301.465,-37.3376
1.32354,344.531,-42.0302
1.32354,387.598,-46.2561
1.32354,430.664,-51.3602
1.32354,473.73,-65.0098
1.32354,516.797,-54.8186
1.32354,559.863,-44.2349
1.32354,602.93,-43.9363
1.32354,645.996,-56.5643
1.32354,689.062,-54.4116
1.32354,732.129,-48.2289
1.32354,775.195,-60.1038
1.32354,818.262,-49.2849
1.32354,861.328,-39.9052
1.32354,904.395,-41.5742
1.32354,947.461,-59.6892
1.32354,990.527,-64.1935
1.32354,1033.59,-67.2107
1.32354,1076.66,-75.6196
1.32354,1119.73,-68.1089
1.32354,1162.79,-61.0041
1.32354,1205.86,-67.7745
1.32354,1248.93,-75.2672
1.32354,1291.99,-71.2478
1.32354,1335.06,-65.8014
1.32354,1378.12,-69.1046
1.32354,1421.19,-50.3922
1.32354,1464.26,-46.3871
1.32354,1507.32,-50.4498
1.32354,1550.39,-44.7488
1.32354,1593.46,-44.1852
1.32354,1636.52,-61.3057
1.32354,1679.59,-60.6676
1.32354,1722.66,-56.2227
1.32354,1765.72,-53.3143
1.32354,1808.79,-59.951
1.32354,1851.86,-77.5688
1.32354,1894.92,-69.7802
1.32354,1937.99,-71.4266
1.32354,1981.05,-65.4622
1.32354,2024.12,-66.5614
1.32354,2067.19,-67.6149
1.32354,2110.25,-75.6665
1.32354,2153.32,-74.1896
1.32354,2196.39,-73.343
1.32354,2239.45,-80.302
1.32354,2282.52,-66.4497
1.32354,2325.59,-58.7819
1.32354,2368.65,-62.0227
1.32354,2411.72,-81.4087
1.32354,2454.79,-86.8784
1.32354,2497.85,-68.3779
1.32354,2540.92,-67.8357
1.32354,2583.98,-62.3072
1.32354,2627.05,-54.6395
1.32354,2670.12,-59.5158
1.32354,2713.18,-81.7913
1.32354,2756.25,-68.6045
1.32354,2799.32,-71.3759
1.32354,2842.38,-72.6501
1.32354,2885.45,-68.3695
1.32354,2928.52,-65.948
1.32354,2971.58,-67.9758
1.32354,3014.65,-72.2576
1.32354,3057.71,-82.2728
1.32354,3100.78,-76.0661
1.32354,3143.85,-68.6491
1.32354,3186.91,-70.0582
1.32354,3229.98,-76.9879
1.32354,3273.05,-74.8042
1.32354,3316.11,-72.2913
1.32354,3359.18,-76.6697
1.32354,3402.25,-73.6116
1.32354,3445.31,-72.0954
1.32354,3488.38,-67.6694
1.32354,3531.45,-65.1304
1.32354,3574.51,-72.4899
1.32354,3617.58,-73.6796
1.32354,3660.64,-74.0077
1.32354,3703.71,-86.2894
1.32354,3746.78,-65.431
1.32354,3789.84,-58.815
1.32354,3832.91,-65.7344
1.32354,3875.98,-76.2631
1.32354,3919.04,-80.5197
1.32354,3962.11,-76.3408
1.32354,4005.18,-67.7478
1.32354,4048.24,-69.3499
1.32354,4091.31,-76.8575
1.32354,4134.38,-66.5285
1.32354,4177.44,-67.6001
1.32354,4220.51,-74.6165
1.32354,4263.57,-90.8135
1.32354,4306.64,-76.0327
1.32354,4349.71,-69.1203
1.32354,4392.77,-74.7509
1.32354,4435.84,-72.6347
1.32354,4478.91,-71.0085
1.32354,4521.97,-79.3819
1.32354,4565.04,-88.8382
1.32354,4608.11,-78.4614
1.32354,4651.17,-89.428
1.32354,4694.24,-74.8057
1.32354,4737.3,-69.4455
1.32354,4780.37,-69.6195
1.32354,4823.44,-74.4327
1.32354,4866.5,-80.824
1.32354,4909.57,-96.4809
1.32354,4952.64,-82.449
1.32354,4995.7,-69.9229
1.32354,5038.77,-70.117
1.32354,5081.84,-82.2538
1.32354,5124.9,-86.9301
1.32354,5167.97,-76.5052
1.32354,5211.04,-73.8271
1.32354,5254.1,-72.6468
1.32354,5297.17,-74.4006
1.32354,5340.23,-79.59
1.32354,5383.3,-79.3099
1.32354,5426.37,-78.5818
1.32354,5469.43,-83.52
1.32354,5512.5,-84.1595
1.33515,0,-82.7348
1.33515,43.0664,-76.0174
1.33515,86.1328,-66.9581
1.33515,129.199,-46.1575
1.33515,172.266,-42.1323
1.33515,215.332,-47.1841
1.33515,258.398,-41.4566
1.33515,301.465,-37.754
1.33515,344.531,-45.2494
1.33515,387.598,-58.8915
1.33515,430.664,-56.8508
1.33515,473.73,-62.0806
1.33515,516.797,-57.7456
1.33515,559.863,-48.5473
1.33515,602.93,-44.3949
1.33515,645.996,-55.0475
1.33515,689.062,-54.8875
1.33515,732.129,-46.0484
1.33515,775.195,-46.8852
1.33515,818.262,-49.6075
1.33515,861.328,-40.3243
1.33515,904.395,-41.2124
1.33515,947.461,-56.12
1.33515,990.527,-68.262
1.33515,1033.59,-67.7601
1.33515,1076.66,-77.7804
1.33515,1119.73,-68.1152
1.33515,1162.79,-58.1865
1.33515,1205.86,-61.5022
1.33515,1248.93,-83.7033
1.33515,1291.99,-84.4767
1.33515,1335.06,-69.3942
1.33515,1378.12,-69.7858
1.33515,1421.19,-51.4819
1.33515,1464.26,-44.7612
1.33515,1507.32,-50.1074
1.33515,1550.39,-45.0461
1.33515,1593.46,-44.3782
1.33515,1636.52,-58.5781
1.33515,1679.59,-64.817
1.33515,1722.66,-57.0897
1.33515,1765.72,-53.3599
1.33515,1808.79,-59.8581
1.33515,1851.86,-78.9389
1.33515,1894.92,-70.0291
1.33515,1937.99,-62.1364
1.33515,1981.05,-64.1313
1.33515,2024.12,-69.9014
1.33515,2067.19,-64.4887
1.33515,2110.25,-77.2742
1.33515,2153.32,-77.7512
1.33515,2196.39,-77.1169
1.33515,2239.45,-74.9627
1.33515,2282.52,-71.5002
1.33515,2325.59,-64.6827
1.33515,2368.65,-68.4985
1.33515,2411.72,-80.8138
1.33515,2454.79,-85.2448
1.33515,2497.85,-70.6265
1.33515,2540.92,-72.4146
1.33515,2583.98,-64.4934
1.33515,2627.05,-54.9072
1.33515,2670.12,-58.019
1.33515,2713.18,-71.1932
1.33515,2756.25,-69.2445
1.33515,2799.32,-71.5597
1.33515,2842.38,-78.0217
1.33515,2885.45,-74.2006
1.33515,2928.52,-63.8276
1.33515,2971.58,-66.8992
1.33515,3014.65,-81.9813
1.33515,3057.71,-76.9688
1.33515,3100.78,-80.1966
1.33515,3143.85,-68.5948
1.33515,3186.91,-73.9615
1.33515,3229.98,-81.5346
1.33515,3273.05,-78.4017
1.33515,3316.11,-80.5969
1.33515,3359.18,-76.5015
1.33515,3402.25,-81.2896
1.33515,3445.31,-90.4115
1.33515,3488.38,-75.0973
1.33515,3531.45,-77.8195
1.33515,3574.51,-69.6888
1.33515,3617.58,-76.5885
1.33515,3660.64,-76.3472
1.33515,3703.71,-81.8218
1.33515,3746.78,-69.6371
1.33515,3789.84,-57.4977
1.33515,3832.91,-57.7606
1.33515,3875.98,-75.4534
1.33515,3919.04,-74.8663
1.33515,3962.11,-66.2974
1.33515,4005.18,-67.135
1.33515,4048.24,-76.0499
1.33515,4091.31,-80.6969
1.33515,4134.38,-71.9678
1.33515,4177.44,-83.3206
1.33515,4220.51,-77.4085
1.33515,4263.57,-71.2518
1.33515,4306.64,-73.0058
1.33515,4349.71,-72.7999
1.33515,4392.77,-67.5554
1.33515,4435.84,-69.1702
1.33515,4478.91,-73.5013
1.33515,4521.97,-67.8422
1.33515,4565.04,-66.3704
1.33515,4608.11,-68.7822
1.33515,4651.17,-68.136
1.33515,4694.24,-67.2668
1.33515,4737.3,-69.8863
1.33515,4780.37,-70.9619
1.33515,4823.44,-71.6883
1.33515,4866.5,-76.5297
1.33515,4909.57,-71.5407
1.33515,4952.64,-67.8742
1.33515,4995.7,-65.6097
1.33515,5038.77,-67.8862
1.33515,5081.84,-75.3467
1.33515,5124.9,-75.3868
1.33515,5167.97,-73.8495
1.33515,5211.04,-82.4088
1.33515,5254.1,-85.3447
1.33515,5297.17,-85.996
1.33515,5340.23,-91.5534
1.33515,5383.3,-85.2961
1.33515,5426.37,-88.397
1.33515,5469.43,-79.4494
1.33515,5512.5,-86.1165
1.34676,0,-78.6367
1.34676,43.0664,-73.8332
1.34676,86.1328,-63.44
1.34676,129.199,-56.8715
1.34676,172.266,-49.8957
1.34676,215.332,-54.8723
1.34676,258.398,-43.425
1.34676,301.465,-40.2249
1.34676,344.531,-56.8352
1.34676,387.598,-47.1179
1.34676,430.664,-54.028
1.34676,473.73,-57.9726
1.34676,516.797,-53.3248
1.34676,559.863,-47.1915
1.34676,602.93,-45.0792
1.34676,645.996,-54.258
1.34676,689.062,-55.2713
1.34676,732.129,-50.5486
1.34676,775.195,-62.5193
1.34676,818.262,-52.2769
1.34676,861.328,-42.6021
1.34676,904.395,-41.9436
1.34676,947.461,-54.3332
1.34676,990.527,-72.3725
1.34676,1033.59,-69.7666
1.34676,1076.66,-76.3068
1.34676,1119.73,-64.1646
1.34676,1162.79,-52.8795
1.34676,1205.86,-53.3549
1.34676,1248.93,-65.7964
1.34676,1291.99,-74.7714
1.34676,1335.06,-67.3069
1.34676,1378.12,-77.2048
1.34676,1421.19,-55.2881
1.34676,1464.26,-44.6978
1.34676,1507.32,-49.981
1.34676,1550.39,-45.9951
1.34676,1593.46,-44.616
1.34676,1636.52,-57.0522
1.34676,1679.59,-76.0102
1.34676,1722.66,-63.9468
1.34676,1765.72,-56.1856
1.34676,1808.79,-60.5433
1.34676,1851.86,-82.3141
1.34676,1894.92,-72.3016
1.34676,1937.99,-77.4559
1.34676,1981.05,-67.4384
1.34676,2024.12,-71.2943
1.34676,2067.19,-64.0111
1.34676,2110.25,-69.3983
1.34676,2153.32,-77.4787
1.34676,2196.39,-90.6897
1.34676,2239.45,-79.4233
1.34676,2282.52,-70.7829
1.34676,2325.59,-66.907
1.34676,2368.65,-71.2771
1.34676,2411.72,-84.0881
1.34676,2454.79,-83.5009
1.34676,2497.85,-69.9945
1.34676,2540.92,-68.1912
1.34676,2583.98,-69.2446
1.34676,2627.05,-58.8442
1.34676,2670.12,-55.6838
1.34676,2713.18,-63.4188
1.34676,2756.25,-72.3729
1.34676,2799.32,-70.3483
1.34676,2842.38,-78.744
1.34676,2885.45,-77.9898
1.34676,2928.52,-64.7686
1.34676,2971.58,-62.3151
1.34676,3014.65,-68.4466
1.34676,3057.71,-73.8785
1.34676,3100.78,-78.666
1.34676,3143.85,-67.967
1.34676,3186.91,-68.5638
1.34676,3229.98,-71.7649
1.34676,3273.05,-74.7463
1.34676,3316.11,-71.0476
1.34676,3359.18,-71.1161
1.34676,3402.25,-78.6667
1.34676,3445.31,-85.6786
1.34676,3488.38,-75.4163
1.34676,3531.45,-65.6697
1.34676,3574.51,-66.6765
1.34676,3617.58,-77.1647
1.34676,3660.64,-75.2145
1.34676,3703.71,-75.69
1.34676,3746.78,-74.7045
1.34676,3789.84,-68.4116
1.34676,3832.91,-57.5562
1.34676,3875.98,-58.3649
1.34676,3919.04,-63.1012
1.34676,3962.11,-67.6489
1.34676,4005.18,-74.1412
1.34676,4048.24,-75.2202
1.34676,4091.31,-72.0448
1.34676,4134.38,-65.189
1.34676,4177.44,-66.3496
1.34676,4220.51,-70.3252
1.34676,4263.57,-69.0461
1.34676,4306.64,-69.7363
1.34676,4349.71,-65.5551
1.34676,4392.77,-62.264
1.34676,4435.84,-63.2462
1.34676,4478.91,-68.0147
1.34676,4521.97,-69.7321
1.34676,4565.04,-67.5755
1.34676,4608.11,-73.5199
1.34676,4651.17,-78.1955
1.34676,4694.24,-82.6466
1.34676,4737.3,-71.2548
1.34676,4780.37,-66.8114
1.34676,4823.44,-66.6567
1.34676,4866.5,-64.8922
1.34676,4909.57,-68.2618
1.34676,4952.64,-73.1024
1.34676,4995.7,-73.1129
1.34676,5038.77,-69.5568
1.34676,5081.84,-68.132
1.34676,5124.9,-69.8066
1.34676,5167.97,-78.4862
1.34676,5211.04,-75.0392
1.34676,5254.1,-80.0028
1.34676,5297.17,-81.1695
1.34676,5340.23,-76.0836
1.34676,5383.3,-84.5029
1.34676,5426.37,-85.0689
1.34676,5469.43,-74.0111
1.34676,5512.5,-76.6638
1.35837,0,-80.6483
1.35837,43.0664,-76.3517
1.35837,86.1328,-65.4489
1.35837,129.199,-49.6834
1.35837,172.266,-45.9046
1.35837,215.332,-52.6044
1.35837,258.398,-46.3329
1.35837,301.465,-40.5536
1.35837,344.531,-46.4136
1.35837,387.598,-57.8722
1.35837,430.664,-63.5738
1.35837,473.73,-58.0405
1.35837,516.797,-51.8323
1.35837,559.863,-47.3186
1.35837,602.93,-46.9599
1.35837,645.996,-55.4542
1.35837,689.062,-55.3636
1.35837,732.129,-47.4503
1.35837,775.195,-49.139
1.35837,818.262,-54.4523
1.35837,861.328,-44.8519
1.35837,904.395,-43.6105
1.35837,947.461,-53.9041
1.35837,990.527,-69.0002
1.35837,1033.59,-65.7339
1.35837,1076.66,-80.0357
1.35837,1119.73,-61.2449
1.35837,1162.79,-48.9151
1.35837,1205.86,-48.2289
1.35837,1248.93,-59.7224
1.35837,1291.99,-67.688
1.35837,1335.06,-65.255
1.35837,1378.12,-68.7809
1.35837,1421.19,-56.271
1.35837,1464.26,-44.9711
1.35837,1507.32,-47.7097
1.35837,1550.39,-47.9544
1.35837,1593.46,-45.6128
1.35837,1636.52,-58.8422
1.35837,1679.59,-68.8074
1.35837,1722.66,-69.1373
1.35837,1765.72,-56.6214
1.35837,1808.79,-57.2446
1.35837,1851.86,-71.3136
1.35837,1894.92,-67.9075
1.35837,1937.99,-63.1117
1.35837,1981.05,-64.5308
1.35837,2024.12,-64.1875
1.35837,2067.19,-59.1835
1.35837,2110.25,-64.5605
1.35837,2153.32,-79.1528
1.35837,2196.39,-89.6305
1.35837,2239.45,-78.7332
1.35837,2282.52,-76.6405
1.35837,2325.59,-67.461
1.35837,2368.65,-62.9577
1.35837,2411.72,-65.7106
1.35837,2454.79,-70.6803
1.35837,2497.85,-66.7057
1.35837,2540.92,-68.5966
1.35837,2583.98,-71.3029
1.35837,2627.05,-60.5467
1.35837,2670.12,-53.0384
1.35837,2713.18,-55.4364
1.35837,2756.25,-70.495
1.35837,2799.32,-72.0992
1.35837,2842.38,-76.7034
1.35837,2885.45,-75.7319
1.35837,2928.52,-62.5274
1.35837,2971.58,-59.0383
1.35837,3014.65,-66.7101
1.35837,3057.71,-77.0663
1.35837,3100.78,-76.6084
1.35837,3143.85,-67.8486
1.35837,3186.91,-67.9569
1.35837,3229.98,-74.1505
1.35837,3273.05,-71.0823
1.35837,3316.11,-72.4962
1.35837,3359.18,-81.1096
1.35837,3402.25,-78.7268
1.35837,3445.31,-74.9282
1.35837,3488.38,-79.3558
1.35837,3531.45,-71.8374
1.35837,3574.51,-65.5996
1.35837,3617.58,-69.8115
1.35837,3660.64,-90.0135
1.35837,3703.71,-75.8184
1.35837,3746.78,-73.1857
1.35837,3789.84,-78.16
1.35837,3832.91,-66.1495
1.35837,3875.98,-69.409
1.35837,3919.04,-70.8363
1.35837,3962.11,-67.5673
1.35837,4005.18,-73.91
1.35837,4048.24,-84.0222
1.35837,4091.31,-77.0281
1.35837,4134.38,-72.1822
1.35837,4177.44,-78.303
1.35837,4220.51,-71.3359
1.35837,4263.57,-65.9778
1.35837,4306.64,-75.909
1.35837,4349.71,-66.2755
1.35837,4392.77,-74.2749
1.35837,4435.84,-66.4241
1.35837,4478.91,-64.5848
1.35837,4521.97,-65.5669
1.35837,4565.04,-70.2388
1.35837,4608.11,-68.2518
1.35837,4651.17,-69.5833
1.35837,4694.24,-72.8855
1.35837,4737.3,-70.0892
1.35837,4780.37,-66.9855
1.35837,4823.44,-65.2184
1.35837,4866.5,-66.2799
1.35837,4909.57,-67.0415
1.35837,4952.64,-68.6915
1.35837,4995.7,-66.3996
1.35837,5038.77,-70.6164
1.35837,5081.84,-73.4691
1.35837,5124.9,-70.0564
1.35837,5167.97,-73.0867
1.35837,5211.04,-75.2552
1.35837,5254.1,-71.9068
1.35837,5297.17,-73.3259
1.35837,5340.23,-73.1064
1.35837,5383.3,-70.5328
1.35837,5426.37,-72.3749
1.35837,5469.43,-71.5304
1.35837,5512.5,-75.6241
1.36998,0,-73.5639
1.36998,43.0664,-78.9051
1.36998,86.1328,-66.7025
1.36998,129.199,-45.2798
1.36998,172.266,-39.514
1.36998,215.332,-43.6478
1.36998,258.398,-45.6633
1.36998,301.465,-40.8129
1.36998,344.531,-45.3215
