0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j
0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j
0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j
0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j
0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j
0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+0j
-1.25319e-06+0j,5.63115e-07+-1.59755e-06j,2.73425e-06+6.52965e-07j,6.86141e-07+4.10824e-06j,-3.95393e-06+3.4225e-06j,-5.40696e-06+-1.26185e-06j,-2.15332e-06+-4.42195e-06j,1.23501e-06+-3.20195e-06j,1.2393e-06+-9.20266e-07j,1.34801e-07+-1.1627e-06j,1.41609e-06+-2.2505e-06j,3.78365e-06+-5.18093e-07j,3.12966e-06+3.38681e-06j,-1.10213e-06+5.11117e-06j,-5.08131e-06+2.62713e-06j,-5.77703e-06+-1.64434e-06j,-3.89806e-06+-4.75189e-06j,-1.33208e-06+-6.31102e-06j,1.55579e-06+-7.00567e-06j,5.01493e-06+-6.49516e-06j,8.32824e-06+-4.0704e-06j,1.02741e-05+1.44865e-07j,9.85296e-06+5.3955e-06j,6.21479e-06+1.02301e-05j,-2.42775e-07+1.20555e-05j,-6.3577e-06+9.09699e-06j,-8.38227e-06+3.48405e-06j,-6.63686e-06+-3.29388e-07j,-5.11248e-06+-1.34705e-06j,-5.08629e-06+-2.97662e-06j,-2.91916e-06+-6.33043e-06j,2.95454e-06+-6.7581e-06j,7.00043e-06+-1.09487e-06j,3.74556e-06+5.30817e-06j,-2.92709e-06+4.93811e-06j,-4.46717e-06+-4.9916e-07j,-5.28333e-07+-2.44502e-06j,8.09844e-07+9.01879e-07j,-3.23883e-06+1.83348e-06j,-5.03703e-06+-3.44077e-06j,6.22712e-07+-7.34716e-06j,6.71746e-06+-2.8759e-06j,4.47269e-06+4.28005e-06j,-2.40462e-06+4.12654e-06j,-3.50326e-06+-1.83686e-06j,1.65888e-06+-3.47721e-06j,3.59193e-06+1.23124e-06j,-9.00824e-07+3.49749e-06j,-3.65988e-06+-8.84212e-07j,5.45518e-07+-4.39411e-06j,5.01817e-06+-7.32296e-07j,2.48383e-06+4.54451e-06j,-2.94243e-06+3.51005e-06j,-3.18119e-06+-1.26538e-06j,5.50161e-07+-2.04468e-06j,1.14114e-06+8.8705e-07j,-1.61061e-06+1.01856e-06j,-1.53525e-06+-2.08717e-06j,2.06442e-06+-2.32603e-06j,3.05819e-06+1.46327e-06j,-3.46397e-07+3.27013e-06j,-2.50761e-06+7.18448e-07j,-7.32143e-07+-1.04168e-06j,1.65045e-07+7.05608e-07j
-0.0021464+0j,6.20311e-06+-0.00195209j,0.00143464+-0.00170747j,0.00452215+0.000202619j,0.00279589+0.0061734j,-0.00538363+0.00784509j,-0.0129032+-0.00268506j,-0.000682476+-0.0155857j,0.0154161+-0.00296315j,0.00320249+0.0134911j,-0.0116332+0.00215017j,-0.00099204+-0.0109388j,0.0105642+-0.00039477j,0.000935741+0.00907201j,-0.0062993+0.00274186j,-0.00540052+-0.00294945j,-0.000241864+-0.00809139j,0.00984263+-0.00317977j,0.00533119+0.0102776j,-0.00863687+0.00534029j,-0.00368563+-0.00441571j,-0.000295197+-0.00210882j,0.000788536+-0.00358612j,0.00640536+0.000517226j,-0.00301914+0.00867125j,-0.00894764+-0.00672345j,0.00891181+-0.00763983j,0.00461486+0.00921697j,-0.0075404+-0.00109436j,0.00771527+-0.00431704j,0.00194592+0.0120288j,-0.0127145+0.00164551j,-0.00156414+-0.00990639j,0.00460865+0.000155403j,-0.00283888+-0.00114729j,0.00475571+-0.00402747j,0.00301745+0.00490577j,-0.00325033+0.00121035j,6.99837e-05+-0.00179442j,0.000454728+-3.90359e-05j,0.00213707+-0.00132877j,0.00267672+0.0053203j,-0.00778599+0.0025024j,-0.000392566+-0.00858297j,0.00788489+0.00286697j,-0.00594752+0.00640995j,-0.00441805+-0.00761731j,0.00725552+-0.002046j,-0.000255682+0.0051232j,-0.00223803+-0.00171263j,0.00194166+0.000338167j,-0.0019919+0.00108821j,0.000208156+-0.00262072j,0.00234147+0.00144278j,-0.00205532+0.00125397j,9.36703e-06+-0.00172151j,0.000768578+0.000780155j,-0.000898899+-0.000222537j,0.000891448+-0.000514522j,-0.000241628+0.000940282j,-0.000247152+-0.00109145j,0.00163719+0.000965339j,-0.0020391+0.00149618j,-0.000797227+-0.00238031j
-0.00593938+0j,0.00372984+0.00167914j,-0.00120269+-0.00174116j,0.0198346+-0.00490817j,-0.0453354+0.0304914j,0.0460827+-0.0177457j,-0.0583596+-0.0427942j,0.0629083+0.0464608j,-0.0254424+0.0094846j,-0.00189491+-0.0424312j,0.00428696+0.0256237j,-0.009658+-0.00285666j,0.0104825+0.00891855j,0.0090412+-0.0304214j,-0.0185802+0.0316536j,0.0138562+-0.0039642j,-0.00776864+-0.00768599j,0.00433879+-0.0187067j,-0.00782022+0.0531902j,0.0183097+-0.0420461j,-0.0385512+0.0141886j,0.0360748+-0.0155648j,-0.0125106+0.0216212j,0.000179566+-0.0269648j,-0.000486264+0.0240716j,-0.0017347+-0.00654509j,0.0105818+0.0112429j,-0.021045+-0.0330433j,0.0241362+0.0235109j,-0.00486929+-0.00379051j,-0.0416759+0.00530198j,0.068512+-0.0143279j,-0.0340288+0.00673434j,-0.00982537+0.0177947j,0.0199885+-0.0392256j,-0.011353+0.0323781j,0.00977438+-0.00541516j,-0.0107919+-0.00141231j,0.00630773+-0.00119048j,-0.00224389+-0.00188237j,-0.0080294+0.0145605j,0.0132804+-0.0329356j,-0.00721078+0.0240699j,0.000589805+-0.00369361j,0.00186999+0.00233303j,0.00304824+0.00417631j,-0.00648156+-0.0185979j,0.00231092+0.0126792j,0.000200719+0.000430758j,0.00156098+-0.00237313j,-0.00109104+0.00263833j,-0.000246706+-0.000584201j,0.000635208+-0.00132301j,-0.000774702+-0.000687333j,-0.00335736+0.000906149j,0.00504431+-0.00251523j,-0.000938097+0.00387938j,-0.000391484+-0.00163794j,-0.000877109+0.00164023j,0.000902608+-0.00342702j,-0.000646354+0.00282152j,0.00410008+-0.00308058j,-0.00673025+0.00447119j,0.00255345+-0.00151909j
-0.000496909+0j,-0.000401778+-0.00016132j,0.00136136+0.00145069j,0.0170623+-0.00389415j,-0.044359+-0.0100227j,0.0343804+0.0358746j,0.0174244+-0.0372195j,-0.0459691+0.00352627j,0.0263216+-0.000304151j,-0.0169525+0.0301531j,0.0165194+-0.0223058j,-0.00668999+0.0101456j,-0.000540675+-0.00509933j,-0.00566928+-0.0266998j,0.0134109+0.0388824j,-0.000357494+-0.0190221j,-0.00383618+0.00344104j,0.0106772+-0.00490023j,-0.0349385+0.0198614j,0.0265951+-0.00694226j,-0.00340554+-0.0374816j,0.00235445+0.044313j,-0.00768409+-0.023778j,0.00815295+0.0181473j,-0.00758595+-0.00974447j,0.00783968+0.00260199j,0.00656107+-0.0108991j,-0.0320068+0.0322713j,0.0311126+-0.0283592j,-0.00887178+0.00630712j,0.0314117+-0.0124471j,-0.0670515+0.0186608j,0.0366707+-0.0055614j,-0.0174212+0.00181044j,0.045644+-0.00967391j,-0.0358696+0.0067833j,0.00125887+0.00117527j,0.00847079+-0.00372839j,-0.00176994+0.00307346j,-0.00200473+-0.00280444j,0.0148991+-0.00762451j,-0.0334428+0.0248519j,0.0208903+-0.0184665j,-0.00206286+0.00426095j,-0.00179769+7.99488e-06j,0.0014119+-0.000502714j,0.00821123+-0.00494908j,-0.0106026+0.00320627j,0.00453198+0.00457196j,-0.00318931+-0.00607671j,0.000423253+0.00523509j,0.00211698+-0.00343127j,-0.00188277+0.00194216j,-0.000784402+-0.00381957j,0.00972315+0.00255106j,-0.0156761+0.00201537j,0.00970796+-0.00260745j,-0.00186688+0.00147541j,5.87587e-05+-0.00112072j,-0.00222766+0.00100822j,0.00190566+-0.00134655j,0.00463196+-0.00261389j,-0.0075839+0.00746709j,0.00208304+-0.00368962j
